0,-1,-1,1.78,1.58,0,0,0
0.002,61.343,34.58,51.03,45.18,0,0,0
0.01,210.368,53.89,58.04,51.32,0,0,0
0.1,1690.64,60.41,61.31,54.95,0,0,0
0.2,3267.957,61.22,62.11,55.84,0,0,0
0.5,7896.635,62.01,63.15,57.09,0,0,0
0,15491.058,62.45,63.78,57.82,63.78,57.82,0
1,15001.777,63.25,64.0,58.0,64.0,58.0,1
2,14885.212,63.47,64.38,58.46,64.38,58.46,2
3,14822.598,63.58,64.41,58.46,64.41,58.46,3
4,14780.705,63.67,63.47,57.1,64.41,58.46,3
5,14751.344,63.73,64.66,58.79,64.66,58.79,5
6,14727.13,63.77,64.5,58.56,64.66,58.79,5
7,14708.637,63.81,64.17,58.05,64.66,58.79,5
8,14694.454,63.84,64.27,58.21,64.66,58.79,5
9,14681.375,63.86,63.34,56.92,64.66,58.79,5
10,14669.063,63.89,64.41,58.39,64.66,58.79,5
11,14660.469,63.91,63.68,57.35,64.66,58.79,5
12,14651.946,63.91,64.42,58.38,64.66,58.79,5
13,14643.555,63.94,64.25,58.13,64.66,58.79,5
14,14637.745,63.95,64.44,58.41,64.66,58.79,5
15,14630.877,63.96,64.14,57.99,64.66,58.79,5
16,14625.799,63.98,64.62,58.69,64.66,58.79,5
17,14620.19,63.98,64.23,58.09,64.66,58.79,5
18,14615.926,63.99,64.83,58.96,64.83,58.96,18
19,14610.965,64.0,64.33,58.24,64.83,58.96,18
